3.000000000000000000e+02 2.613489079999999702e+08
3.400000000000000000e+02 4.357800800000000000e+09
3.800000000000000000e+02 3.630357490000000000e+09
4.200000000000000000e+02 3.188318304999999523e+09
4.600000000000000000e+02 3.121157384999999523e+09
5.000000000000000000e+02 3.351625204999999523e+09
5.400000000000000000e+02 8.651989349999998093e+09
5.800000000000000000e+02 7.283836649999999046e+09
6.200000000000000000e+02 1.130919430000000000e+10
6.600000000000000000e+02 6.334503600000000000e+09
7.000000000000000000e+02 8.572591050000000000e+09
7.400000000000000000e+02 1.833266750000000000e+10
7.800000000000000000e+02 3.189271425000000000e+10
8.200000000000000000e+02 2.649163000000000000e+10
8.600000000000000000e+02 4.747218400000000000e+10
9.000000000000000000e+02 5.392872100000000763e+10
9.400000000000000000e+02 5.495885650000000000e+10
9.800000000000000000e+02 9.688805199999998474e+10
