0.090045, 1.238105e-17
0.090135, 1.675596e-17
0.090226, 1.780024e-17
0.090316, 1.823535e-17
0.090407, 1.865465e-17
0.090497, 1.916888e-17
0.090588, 1.969102e-17
0.090679, 2.018942e-17
0.090770, 2.070366e-17
0.090861, 2.122579e-17
0.090952, 2.175585e-17
0.091043, 2.230963e-17
0.091134, 2.290297e-17
0.091226, 2.370992e-17
0.091317, 2.594088e-17
0.091409, 4.712712e-17
0.091500, 3.635995e-16
0.091592, 2.352004e-15
0.091684, 6.846367e-15
0.091776, 1.151873e-14
0.091868, 1.536358e-14
0.091960, 1.939039e-14
0.092052, 2.222261e-14
0.092144, 2.622568e-14
0.092237, 2.901043e-14
0.092329, 3.128095e-14
0.092422, 4.598790e-14
0.092515, 4.666827e-14
0.092607, 3.617008e-14
0.092700, 5.052103e-14
0.092793, 7.502998e-14
0.092886, 7.775935e-14
0.092979, 5.643071e-14
0.093072, 3.994373e-14
0.093166, 6.025182e-14
0.093259, 9.390614e-14
0.093353, 1.151082e-13
0.093446, 1.215163e-13
0.093540, 1.131304e-13
0.093634, 8.686515e-14
0.093727, 5.350356e-14
0.093821, 5.322666e-14
0.093915, 9.208655e-14
0.094010, 1.285573e-13
0.094104, 1.490473e-13
0.094198, 1.615470e-13
0.094293, 1.684298e-13
0.094387, 1.706449e-13
0.094482, 1.617844e-13
0.094577, 1.554554e-13
0.094671, 1.587781e-13
0.094766, 1.437468e-13
0.094861, 1.003933e-13
0.094956, 6.283879e-14
0.095052, 8.789361e-14
0.095147, 1.477024e-13
0.095242, 1.870212e-13
0.095338, 2.080650e-13
0.095433, 2.310866e-13
0.095529, 2.547412e-13
0.095625, 2.756268e-13
0.095721, 2.914492e-13
0.095817, 2.964333e-13
0.095913, 2.983320e-13
0.096009, 2.972244e-13
0.096105, 3.033952e-13
0.096201, 3.109899e-13
0.096298, 3.087748e-13
0.096394, 2.931897e-13
0.096491, 2.924777e-13
0.096588, 3.193758e-13
0.096684, 3.381254e-13
0.096781, 3.368596e-13
0.096878, 3.207207e-13
0.096976, 2.848038e-13
0.097073, 2.191407e-13
0.097170, 1.294275e-13
0.097267, 9.058343e-14
0.097365, 1.568003e-13
0.097463, 2.566398e-13
0.097560, 3.307680e-13
0.097658, 3.764948e-13
0.097756, 3.992791e-13
0.097854, 4.138357e-13
0.097952, 4.282341e-13
0.098050, 4.370156e-13
0.098149, 4.420788e-13
0.098247, 4.514140e-13
0.098346, 4.601955e-13
0.098444, 4.561607e-13
0.098543, 4.586923e-13
0.098642, 4.727743e-13
0.098741, 4.583759e-13
0.098839, 4.248323e-13
0.098939, 3.954817e-13
0.099038, 3.911306e-13
0.099137, 4.370156e-13
0.099236, 4.734863e-13
0.099336, 4.847993e-13
0.099435, 4.617777e-13
0.099535, 4.664453e-13
0.099635, 4.932644e-13
0.099735, 5.046565e-13
0.099835, 5.150202e-13
0.099935, 5.264124e-13
0.100035, 5.422348e-13
0.100135, 5.598768e-13
0.100236, 5.731676e-13
0.100336, 5.843224e-13
0.100437, 5.888318e-13
0.100538, 5.889109e-13
0.100638, 5.883572e-13
0.100739, 5.929457e-13
0.100840, 6.011733e-13
0.100941, 6.069485e-13
0.101042, 6.198438e-13
0.101144, 6.315524e-13
0.101245, 6.365364e-13
0.101347, 6.473748e-13
0.101448, 6.551279e-13
0.101550, 6.657289e-13
0.101652, 6.850322e-13
0.101754, 6.911239e-13
0.101856, 6.835291e-13
0.101958, 6.715831e-13
0.102060, 6.517260e-13
0.102162, 6.228501e-13
0.102265, 5.544971e-13
0.102367, 4.239621e-13
0.102470, 2.498362e-13
0.102573, 1.525282e-13
0.102675, 2.525260e-13
0.102778, 4.358289e-13
0.102881, 5.918381e-13
0.102985, 7.001426e-13
0.103088, 7.598723e-13
0.103191, 8.037795e-13
0.103295, 8.441268e-13
0.103398, 8.678604e-13
0.103502, 8.662781e-13
0.103606, 8.196020e-13
0.103709, 8.172287e-13
0.103813, 8.987142e-13
0.103918, 9.517192e-13
0.104022, 9.730796e-13
0.104126, 9.896931e-13
0.104230, 9.936488e-13
0.104335, 9.920666e-13
0.104439, 1.007889e-12
0.104544, 1.030040e-12
0.104649, 1.049818e-12
0.104754, 1.054565e-12
0.104859, 1.061685e-12
0.104964, 1.095704e-12
0.105069, 1.120228e-12
0.105174, 1.128139e-12
0.105280, 1.140006e-12
0.105385, 1.159784e-12
0.105491, 1.175607e-12
0.105597, 1.200132e-12
0.105703, 1.228612e-12
0.105809, 1.246017e-12
0.105915, 1.242852e-12
0.106021, 1.248390e-12
0.106127, 1.276870e-12
0.106234, 1.272124e-12
0.106340, 1.263421e-12
0.106447, 1.300604e-12
0.106554, 1.310097e-12
0.106660, 1.295857e-12
0.106767, 1.294275e-12
0.106874, 1.321173e-12
0.106981, 1.382089e-12
0.107089, 1.422437e-12
0.107196, 1.439841e-12
0.107304, 1.446962e-12
0.107411, 1.471486e-12
0.107519, 1.500758e-12
0.107627, 1.530820e-12
0.107734, 1.571959e-12
0.107842, 1.603604e-12
0.107951, 1.632875e-12
0.108059, 1.658191e-12
0.108167, 1.666102e-12
0.108275, 1.665311e-12
0.108384, 1.632875e-12
0.108493, 1.620217e-12
0.108601, 1.689836e-12
0.108710, 1.780024e-12
0.108819, 1.815624e-12
0.108929, 1.834611e-12
0.109038, 1.840149e-12
0.109147, 1.856762e-12
0.109256, 1.904230e-12
0.109366, 1.944577e-12
0.109476, 1.942204e-12
0.109585, 1.856762e-12
0.109695, 1.769739e-12
0.109805, 1.825118e-12
0.109915, 1.918470e-12
0.110025, 2.044258e-12
0.110136, 2.236501e-12
0.110246, 2.427161e-12
0.110357, 2.604372e-12
0.110467, 2.742819e-12
0.110578, 2.937435e-12
0.110689, 3.311635e-12
0.110800, 4.326644e-12
0.110911, 7.512491e-12
0.111022, 1.479398e-11
0.111133, 2.317986e-11
0.111245, 3.283155e-11
0.111356, 3.742796e-11
0.111468, 4.600372e-11
0.111580, 8.148553e-11
0.111692, 8.219754e-11
0.111804, 7.950773e-11
0.111916, 1.132095e-10
0.112028, 1.102032e-10
0.112140, 7.164398e-11
0.112253, 6.953959e-11
0.112365, 1.278452e-10
0.112478, 1.575914e-10
0.112590, 1.610724e-10
0.112703, 1.336995e-10
0.112816, 8.203932e-11
0.112930, 5.935786e-11
0.113043, 9.651684e-11
0.113156, 1.453290e-10
0.113269, 1.506296e-10
0.113383, 1.321964e-10
0.113497, 1.452499e-10
0.113610, 1.799011e-10
0.113724, 1.763410e-10
0.113838, 1.253137e-10
0.113953, 6.949212e-11
0.114067, 7.321830e-11
0.114181, 1.037160e-10
0.114295, 1.065641e-10
0.114410, 1.105197e-10
0.114525, 1.441424e-10
0.114640, 1.537940e-10
0.114754, 1.461993e-10
0.114870, 1.583825e-10
0.114985, 1.687462e-10
0.115100, 1.682716e-10
0.115215, 1.575123e-10
0.115331, 1.496011e-10
0.115446, 1.571959e-10
